datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,moving_avg,open_price,volume,wa_price
2018-12-20T00:00:00.000+00:00,20.0,20,20,20,5c1c2e233ae3e800236315b0,20,20.0,20,,20,3,20.0
2018-12-21T00:00:00.000+00:00,12.0,20,4,20,5c1d7fb63ae3e8002465b851,20,10.0,4,,20,26,11.385
2018-12-22T00:00:00.000+00:00,7.5,10,3,20,5c1ed1203ae3e80023663fbc,12,7.5,3,,10,60,6.783
2018-12-23T00:00:00.000+00:00,10.0,12,3,20,5c2022283ae3e8002468f437,15,10.0,5,,9,61,9.787
2018-12-24T00:00:00.000+00:00,7.5,7,3,20,5c2173963ae3e800246a98a1,10,8.0,5,11.4,5,39,7.359
2018-12-25T00:00:00.000+00:00,7.0,7,3,15,5c22c58a3ae3e800246c3c7b,9,7.0,5,8.8,7,12,7.167
2018-12-26T00:00:00.000+00:00,7.0,7,5,15,5c2416c43ae3e800246dd62c,9,7.0,5,7.8,5,24,6.75
2018-12-27T00:00:00.000+00:00,6.5,6,3,10,5c2568b03ae3e800236e4297,10,7.0,3,7.6,10,33,6.485
2018-12-28T00:00:00.000+00:00,6.0,8,3,10,5c26b9a03ae3e800247123e9,8,5.0,4,6.8,4,13,5.308
2018-12-29T00:00:00.000+00:00,9.0,8,3,10,5c280bba3ae3e80023718a40,10,9.0,8,7.1,10,20,9.25
2018-12-30T00:00:00.000+00:00,7.5,9,3,10,5c295cc23ae3e80023732764,9,8.0,6,7.2,8,23,7.783
2018-12-31T00:00:00.000+00:00,8.0,12,4,12,5c2aae103ae3e800247637ec,12,6.5,4,7.4,8,12,5.667
2019-01-01T00:00:00.000+00:00,5.5,5,4,12,5c2c00133ae3e8002477e1b2,7,5.0,4,7.2,5,7,5.143
2019-01-02T00:00:00.000+00:00,4.5,3,3,12,5c2d51b03ae3e800247998af,6,5.0,3,6.9,5,26,4.269
2019-01-03T00:00:00.000+00:00,6.0,6,3,12,5c2ea33c3ae3e800247b45b3,6,6.0,6,6.3,6,2,6.0
2019-01-04T00:00:00.000+00:00,5.0,5,3,7,5c2ff4b83ae3e800237b58b3,5,5.0,5,5.8,5,4,5.0
2019-01-05T00:00:00.000+00:00,4.5,4,3,6,5c3145a43ae3e800237d01d2,5,4.0,4,5.1,4,19,4.316
2019-01-06T00:00:00.000+00:00,4.0,5,3,6,5c3297a93ae3e800237ec9be,5,4.0,3,4.8,4,19,4.421
2019-01-07T00:00:00.000+00:00,3.5,3,3,5,5c33e9163ae3e80024822107,4,4.0,3,4.6,4,17,3.941
2019-01-08T00:00:00.000+00:00,4.5,2,2,7,5c353a2f3ae3e8002483c95b,7,3.5,2,4.3,5,24,2.667
2019-01-09T00:00:00.000+00:00,4.0,4,2,7,5c368c2c3ae3e80024857e2f,4,4.0,4,4.1,4,5,4.0
2019-01-11T00:00:00.000+00:00,4.0,4,2,7,5c392f453ae3e800238720b7,4,4.0,4,4.0,4,15,4.0
2019-01-12T00:00:00.000+00:00,4.0,4,2,7,5c3a80c63ae3e8002388da86,4,4.0,4,4.0,4,1,4.0
2019-01-14T00:00:00.000+00:00,4.5,4,4,5,5c3d238b3ae3e800238c31f5,5,4.5,4,4.2,5,10,4.1
2019-01-15T00:00:00.000+00:00,4.0,3,3,5,5c3e749d3ae3e80024901077,5,4.5,3,4.1,5,16,4.0
2019-01-17T00:00:00.000+00:00,3.0,2,2,5,5c4118183ae3e8002493a57f,4,3.0,2,3.9,4,11,3.818
2019-01-18T00:00:00.000+00:00,4.0,4,2,5,5c4269ac3ae3e80024956261,4,4.0,4,3.9,4,3,4.0
2019-01-19T00:00:00.000+00:00,5.0,5,2,5,5c43bb063ae3e8002497248d,5,5.0,5,4.1,5,5,5.0
2019-01-20T00:00:00.000+00:00,2.0,2,2,5,5c450c9f3ae3e80024990a9b,2,2.0,2,3.6,2,5,2.0
2019-01-21T00:00:00.000+00:00,3.0,4,2,5,5c465de63ae3e800249ad0d0,4,3.0,2,3.4,3,37,2.811
2019-01-22T00:00:00.000+00:00,3.5,5,2,5,5c47afa43ae3e8002399fa0f,5,3.0,2,3.5,3,21,3.238
2019-01-24T00:00:00.000+00:00,4.0,5,2,5,5c4a52723ae3e800239d71f4,5,5.0,3,3.5,3,8,4.5
2019-01-26T00:00:00.000+00:00,2.0,2,2,5,5c4cf5933ae3e80023a0ecfa,2,2.0,2,2.9,2,4,2.0
2019-01-27T00:00:00.000+00:00,3.5,3,2,5,5c4e47193ae3e80024a572ec,4,3.5,3,3.2,4,11,3.909
2019-01-28T00:00:00.000+00:00,2.5,2,2,5,5c4f98b33ae3e80023a45ced,3,2.0,2,3.1,3,21,2.048
2019-01-29T00:00:00.000+00:00,3.5,5,2,5,5c50ea093ae3e80024a8fd17,5,3.5,2,3.1,2,4,2.75
2019-01-30T00:00:00.000+00:00,2.0,2,2,5,5c523b723ae3e80023a7b1b8,2,2.0,2,2.7,2,10,2.0
2019-01-31T00:00:00.000+00:00,1.0,1,1,5,5c538d063ae3e80023a961fa,1,1.0,1,2.5,1,10,1.0
2019-02-03T00:00:00.000+00:00,5.0,5,1,5,5c5781483ae3e80023aeb9a0,5,5.0,5,2.8,5,3,5.0
