datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2018-11-16T00:00:00.000+00:00,80.0,80,80,80,5bef5af0fb166600221aac90,80,80,80,80,3,80.0
