datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,open_price,volume,wa_price
2018-12-15T00:00:00.000+00:00,1.0,1,1,1,5c1595fc3ae3e800235b547a,1,1.0,1,0,1,1,1.0
2019-01-26T00:00:00.000+00:00,15.0,10,1,20,5c4cf56a3ae3e80024a39c27,20,15.0,10,0,20,2,15.0
