datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,open_price,volume,wa_price
2018-11-13T00:00:00.000+00:00,20.0,20,20,20,5beb65c2fb16660023194f73,20,20,20,0,20,1,20.0
2019-01-27T00:00:00.000+00:00,30.0,30,20,30,5c4e463d3ae3e80024a552f7,30,30,30,0,30,1,30.0
