datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2019-01-10T00:00:00.000+00:00,10.0,10,10,10,5c37dda03ae3e80023856cbd,10,10,10,10,2,10.0
2019-01-11T00:00:00.000+00:00,15.0,15,10,15,5c392f473ae3e800238720fb,15,15,15,15,1,15.0
2019-01-17T00:00:00.000+00:00,8.0,8,8,15,5c41181a3ae3e8002493a5cb,8,8,8,8,2,8.0
2019-02-02T00:00:00.000+00:00,8.0,8,8,15,5c5630343ae3e80023aced03,8,8,8,8,3,8.0
