datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,open_price,volume,wa_price
2018-12-16T00:00:00.000+00:00,150.0,150,150,150,5c16e7a03ae3e800235ceef7,150,150,150,0,150,1,150.0
