datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2018-12-21T00:00:00.000+00:00,50.0,50,50,50,5c1d7fae3ae3e8002364b20b,50,50,50,50,1,50.0
2018-12-26T00:00:00.000+00:00,30.0,30,30,50,5c2416cb3ae3e800236c9c1d,30,30,30,30,1,30.0
2018-12-29T00:00:00.000+00:00,15.0,15,15,50,5c280bb93ae3e8002472e1b7,15,15,15,15,1,15.0
2019-01-03T00:00:00.000+00:00,5.0,5,5,50,5c2ea3423ae3e8002379abec,5,5,5,5,1,5.0
