datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,moving_avg,open_price,volume,wa_price
2018-11-07T00:00:00.000+00:00,4.0,5,3,10,5be37d41fb166600220e9803,5,5.0,3,4.8,5,12,4.5
2018-11-08T00:00:00.000+00:00,3.5,3,3,6,5be4ce9dfb166600231240e0,4,3.0,3,4.8,3,4,3.25
2018-11-09T00:00:00.000+00:00,4.0,5,3,6,5be61feffb16660022111866,5,4.0,3,4.3,3,7,4.0
2018-11-10T00:00:00.000+00:00,5.0,3,2,8,5be7719cfb1666002315234e,8,3.0,2,4.4,2,14,3.214
2018-11-11T00:00:00.000+00:00,3.0,3,2,8,5be8c304fb1666002213d9b1,4,3.0,2,3.9,3,20,2.9
2018-11-12T00:00:00.000+00:00,4.0,5,2,8,5bea14f1fb1666002317f95f,5,4.0,3,3.9,5,4,4.0
2018-11-13T00:00:00.000+00:00,4.0,3,2,8,5beb65f9fb1666002319558a,5,3.0,3,4.0,4,12,3.75
2018-11-14T00:00:00.000+00:00,3.0,3,2,5,5becb7e9fb166600231ac0c8,4,3.0,2,3.8,3,13,3.308
2018-11-15T00:00:00.000+00:00,3.5,5,2,5,5bee0958fb1666002219452d,5,4.0,2,3.5,4,9,3.667
2018-11-16T00:00:00.000+00:00,3.5,2,2,5,5bef5afafb166600221aad83,5,4.0,2,3.6,3,23,3.739
2018-11-17T00:00:00.000+00:00,3.5,5,2,5,5bf0ac7cfb166600221c24c2,5,4.0,2,3.5,4,23,3.783
2018-11-18T00:00:00.000+00:00,4.0,4,2,5,5bf1fdd7fb16660023207fb7,5,4.0,3,3.5,4,32,4.312
2018-11-19T00:00:00.000+00:00,4.0,3,2,5,5bf34f6bfb1666002321ed29,5,4.0,3,3.7,3,9,3.778
2018-11-20T00:00:00.000+00:00,4.0,5,2,5,5bf4a0c7fb16660022206f40,5,4.0,3,3.8,4,11,3.727
2018-11-21T00:00:00.000+00:00,3.5,4,2,5,5bf5f240fb1666002324c94f,5,4.0,2,3.8,2,15,4.0
2018-11-22T00:00:00.000+00:00,4.0,3,2,5,5bf7435efb16660023263081,5,3.0,3,3.9,3,7,4.0
2018-11-23T00:00:00.000+00:00,2.5,3,2,5,5bf8953cfb16660022249d33,3,3.0,2,3.6,2,5,2.6
2018-11-24T00:00:00.000+00:00,3.5,4,2,5,5bf9e684fb1666002225fd01,5,4.0,2,3.5,4,12,4.0
2018-11-25T00:00:00.000+00:00,3.5,3,2,5,5bfb3841fb166600222766dd,4,3.0,3,3.4,3,9,3.333
2018-11-26T00:00:00.000+00:00,3.5,5,2,5,5bfc89b0fb1666002228c743,5,4.0,2,3.4,4,10,3.9
2018-11-27T00:00:00.000+00:00,4.5,5,2,5,5bfddacffb166600232d7ec4,5,4.0,4,3.5,4,6,4.167
2018-11-28T00:00:00.000+00:00,4.0,4,2,5,5bff2c7efb166600232efe0b,5,4.0,3,3.8,5,14,3.714
2018-11-29T00:00:00.000+00:00,3.5,2,2,5,5c007e35fb16660023307d00,5,4.0,2,3.8,5,11,3.909
2018-11-30T00:00:00.000+00:00,5.0,5,2,6,5c01cf9cfb166600222e19da,6,5.0,4,4.1,4,28,4.821
2018-12-01T00:00:00.000+00:00,4.0,4,2,6,5c03211efb166600222f8556,5,5.0,3,4.2,5,30,4.6
2018-12-02T00:00:00.000+00:00,4.0,4,2,6,5c0472b2fb1666002230f6f9,5,4.0,3,4.1,3,14,3.857
2018-12-03T00:00:00.000+00:00,5.0,4,3,6,5c05c42dfb16660023364f40,6,5.0,4,4.3,6,13,4.769
2018-12-04T00:00:00.000+00:00,4.0,5,3,6,5c071558fb1666002337a5ef,5,4.0,3,4.4,3,10,4.2
2018-12-05T00:00:00.000+00:00,6.0,8,3,9,5c0866d2fb16660022350c59,9,5.0,3,4.6,4,7,5.571
2018-12-06T00:00:00.000+00:00,4.0,3,3,9,5c09b8c53ae3e800244e4316,5,5.0,3,4.6,5,5,4.2
2018-12-07T00:00:00.000+00:00,4.5,5,3,9,5c0b0a113ae3e800234f9938,5,5.0,4,4.7,5,5,4.8
2018-12-08T00:00:00.000+00:00,4.5,4,3,9,5c0c5b633ae3e8002350fbf8,5,5.0,4,4.6,5,7,4.857
2018-12-09T00:00:00.000+00:00,3.5,4,2,5,5c0dace23ae3e80023526c36,5,4.0,2,4.5,2,7,3.714
2018-12-10T00:00:00.000+00:00,3.5,5,2,5,5c0efe583ae3e8002353d7e0,5,3.0,2,4.0,3,6,3.333
2018-12-11T00:00:00.000+00:00,3.5,3,2,5,5c1050033ae3e8002355491c,5,4.0,2,3.9,5,11,3.727
2018-12-12T00:00:00.000+00:00,3.5,3,2,5,5c11a1693ae3e8002356c006,5,4.0,2,3.7,4,8,3.75
2018-12-13T00:00:00.000+00:00,6.0,5,2,8,5c12f3003ae3e80023582abc,8,5.0,4,4.0,4,6,5.333
2018-12-14T00:00:00.000+00:00,4.0,4,2,8,5c1445073ae3e800245a9246,5,4.0,3,4.1,4,17,4.235
2018-12-15T00:00:00.000+00:00,6.0,6,2,9,5c1595e63ae3e800245c0edc,9,5.0,3,4.6,5,24,5.083
