datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,open_price,volume,wa_price
2018-12-04T00:00:00.000+00:00,40.0,40,40,40,5c07150ffb166600223393ad,40,40,40,0,40,1,40.0
2019-01-04T00:00:00.000+00:00,40.0,40,40,40,5c2ff4073ae3e800237b4042,40,40,40,0,40,1,40.0
2019-01-30T00:00:00.000+00:00,25.0,25,25,40,5c523a963ae3e80024aaa2da,25,25,25,0,25,1,25.0
