datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2019-01-06T00:00:00.000+00:00,25.0,25,15,25,5c3297823ae3e80024806073,25,25,25,25,1,25.0
2019-01-29T00:00:00.000+00:00,10.0,10,10,25,5c50e9e53ae3e80023a60ab2,10,10,10,10,2,10.0
