datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,moving_avg,open_price,volume,wa_price
2018-12-18T00:00:00.000+00:00,52.5,80,25,80,5c198b573ae3e8002460deeb,80,49.0,25,,29,23,47.87
2018-12-19T00:00:00.000+00:00,26.0,28,13,80,5c1adc163ae3e800246269ed,39,25.0,13,,20,221,24.131
2018-12-20T00:00:00.000+00:00,22.5,19,13,80,5c1c2e223ae3e80023631576,30,22.0,15,,29,199,22.417
2018-12-21T00:00:00.000+00:00,25.5,20,12,80,5c1d7fb53ae3e8002465b80d,39,24.0,12,,30,197,24.294
2018-12-22T00:00:00.000+00:00,20.0,28,12,39,5c1ed11e3ae3e80023663f73,28,20.0,12,29.3,28,169,20.438
2018-12-23T00:00:00.000+00:00,20.0,28,12,39,5c2022263ae3e8002468f3e7,28,20.0,12,22.8,16,198,20.672
2018-12-24T00:00:00.000+00:00,22.0,20,12,39,5c2173943ae3e800246a984e,29,20.0,15,22.0,20,202,21.688
2018-12-25T00:00:00.000+00:00,20.0,25,12,29,5c22c5883ae3e800246c3c2d,28,20.0,12,21.5,20,228,20.118
2018-12-26T00:00:00.000+00:00,22.0,18,12,30,5c2416c23ae3e800246dd5d9,30,22.0,14,20.8,20,227,21.916
2018-12-27T00:00:00.000+00:00,15.5,20,9,30,5c2568ac3ae3e800236e4243,22,15.0,9,19.9,10,238,15.794
2018-12-28T00:00:00.000+00:00,15.0,13,9,30,5c26b99f3ae3e80024712391,20,15.0,10,18.9,15,238,15.307
2018-12-29T00:00:00.000+00:00,15.5,14,9,30,5c280bb73ae3e800237189e7,20,17.0,11,17.6,19,218,16.693
2018-12-30T00:00:00.000+00:00,15.0,19,9,22,5c295cc03ae3e8002373270e,20,15.0,10,16.6,12,206,15.15
2018-12-31T00:00:00.000+00:00,15.0,15,10,20,5c2aae0e3ae3e8002476379a,20,15.0,10,15.2,15,152,14.875
2019-01-01T00:00:00.000+00:00,12.0,10,8,20,5c2c00113ae3e8002477e15c,16,12.0,8,14.5,11,155,12.226
2019-01-02T00:00:00.000+00:00,13.0,10,8,20,5c2d51ad3ae3e80024799857,18,13.0,8,14.1,10,165,12.624
2019-01-03T00:00:00.000+00:00,11.0,10,7,20,5c2ea33a3ae3e800247b455b,15,12.0,7,13.2,12,168,11.958
2019-01-04T00:00:00.000+00:00,12.5,15,7,18,5c2ff4b63ae3e800237b5857,17,13.0,8,12.7,12,150,12.613
2019-01-05T00:00:00.000+00:00,11.0,10,7,18,5c3145a23ae3e800237d016f,15,12.0,7,11.9,12,168,12.006
2019-01-06T00:00:00.000+00:00,11.5,13,7,17,5c3297a63ae3e800237ec95d,15,13.0,8,11.8,8,205,12.712
2019-01-07T00:00:00.000+00:00,14.0,15,7,19,5c33e9133ae3e800248220ae,19,14.0,9,12.0,12,126,13.246
2019-01-08T00:00:00.000+00:00,11.5,9,7,19,5c353a2d3ae3e8002483c8fa,16,13.0,7,12.1,10,116,12.362
2019-01-09T00:00:00.000+00:00,12.0,12,7,19,5c368c293ae3e80024857dd0,17,12.0,7,12.0,14,127,11.89
2019-01-10T00:00:00.000+00:00,11.5,8,7,19,5c37dd9c3ae3e80023856c1b,16,11.0,7,12.1,10,124,11.306
2019-01-11T00:00:00.000+00:00,10.0,10,7,17,5c392f433ae3e8002387204d,12,10.0,8,11.8,12,95,10.263
2019-01-12T00:00:00.000+00:00,10.0,8,7,17,5c3a80c33ae3e8002388da21,12,10.0,8,11.0,10,108,10.278
2019-01-13T00:00:00.000+00:00,10.0,8,7,16,5c3bd2003ae3e800238a8c5d,12,10.0,8,10.7,10,98,10.051
2019-01-14T00:00:00.000+00:00,12.0,10,7,17,5c3d23893ae3e800238c3194,17,12.5,7,10.7,12,77,12.299
2019-01-15T00:00:00.000+00:00,11.0,12,7,17,5c3e749b3ae3e80024901015,13,10.0,9,10.6,10,56,10.982
2019-01-16T00:00:00.000+00:00,10.0,10,5,17,5c3fc6143ae3e800238f8161,15,10.0,5,10.6,13,100,10.83
2019-01-17T00:00:00.000+00:00,11.0,15,5,17,5c4118163ae3e8002493a51f,15,11.0,7,10.8,10,83,11.217
2019-01-18T00:00:00.000+00:00,10.0,12,5,15,5c4269aa3ae3e800249561fd,15,10.0,5,10.8,12,89,10.528
2019-01-19T00:00:00.000+00:00,10.0,10,5,15,5c43bb043ae3e8002497241e,12,10.0,8,10.4,10,93,10.043
2019-01-20T00:00:00.000+00:00,10.0,10,5,15,5c450c9c3ae3e80024990a2a,12,10.0,8,10.2,10,100,9.99
2019-01-21T00:00:00.000+00:00,10.0,15,5,15,5c465de33ae3e800249ad067,15,10.0,5,10.2,10,105,10.295
2019-01-22T00:00:00.000+00:00,10.0,9,5,15,5c47afa23ae3e8002399f9a6,15,10.0,5,10.0,15,99,10.919
2019-01-23T00:00:00.000+00:00,10.0,10,5,15,5c4901253ae3e800249e577b,12,10.0,8,10.0,10,75,10.053
2019-01-24T00:00:00.000+00:00,10.0,10,5,15,5c4a526f3ae3e800239d718a,12,10.0,8,10.0,8,75,9.787
2019-01-25T00:00:00.000+00:00,10.0,9,5,15,5c4ba3e43ae3e800239f1e58,12,10.0,8,10.0,9,95,9.568
2019-01-26T00:00:00.000+00:00,8.5,10,4,13,5c4cf5913ae3e80023a0ec8d,13,10.0,4,9.7,10,127,9.276
2019-01-27T00:00:00.000+00:00,10.0,8,4,13,5c4e47173ae3e80024a5727b,12,10.0,8,9.7,10,83,9.506
2019-01-28T00:00:00.000+00:00,10.0,9,4,13,5c4f98b03ae3e80023a45c83,12,10.0,8,9.7,10,70,9.914
2019-01-29T00:00:00.000+00:00,10.0,10,4,13,5c50ea073ae3e80024a8fcac,12,10.0,8,9.7,10,52,9.519
2019-01-30T00:00:00.000+00:00,10.0,10,8,12,5c523b703ae3e80023a7b14f,12,10.0,8,9.7,8,58,9.759
2019-01-31T00:00:00.000+00:00,10.0,12,8,12,5c538d043ae3e80023a96191,12,10.0,8,10.0,10,59,9.831
2019-02-01T00:00:00.000+00:00,8.5,9,7,12,5c54dea63ae3e80024ae5cbc,10,10.0,7,9.7,9,52,9.269
2019-02-02T00:00:00.000+00:00,8.5,9,7,12,5c56302f3ae3e80023acec44,10,9.0,7,9.4,10,64,9.0
2019-02-03T00:00:00.000+00:00,9.0,10,7,12,5c5781463ae3e80023aeb92d,11,9.0,7,9.2,9,78,9.09
