datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2018-11-07T00:00:00.000+00:00,10.0,10,10,10,5be37d44fb1666002310dd1e,10,10,10,10,1,10.0
2018-12-02T00:00:00.000+00:00,10.0,10,10,10,5c0472c0fb1666002334e609,10,10,10,10,1,10.0
2019-01-26T00:00:00.000+00:00,20.0,20,10,20,5c4cf5343ae3e80024a395b4,20,20,20,20,1,20.0
