datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,open_price,volume,wa_price
2018-11-26T00:00:00.000+00:00,30.0,30,30,30,5bfc899ffb1666002228c495,30,30,30,0,30,1,30.0
2018-12-11T00:00:00.000+00:00,40.0,40,30,40,5c104fdb3ae3e800235543ea,40,40,40,0,40,1,40.0
