datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2018-12-27T00:00:00.000+00:00,40.0,40,40,40,5c2568b13ae3e800246f86cd,40,40,40,40,2,40.0
