datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,open_price,volume,wa_price
2018-12-09T00:00:00.000+00:00,1.0,1,1,1,5c0dac983ae3e800235260f1,1,1.0,1,0,1,1,1.0
2019-01-03T00:00:00.000+00:00,3.0,3,1,3,5c2ea2513ae3e800247b28fb,3,3.0,3,0,3,1,3.0
2019-01-23T00:00:00.000+00:00,15.0,15,15,15,5c4900a63ae3e800249e4209,15,15.0,15,5,15,1,15.0
2019-01-26T00:00:00.000+00:00,2.0,2,1,3,5c4cf4b43ae3e80024a382ec,2,2.0,2,0,2,4,2.0
2019-01-27T00:00:00.000+00:00,1.0,1,1,3,5c4e46153ae3e80024a54c13,1,1.0,1,0,1,1,1.0
