datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2018-11-27T00:00:00.000+00:00,15.0,15,15,15,5bfddaf3fb166600232d84a1,15,15,15,15,1,15.0
2018-11-28T00:00:00.000+00:00,10.0,10,10,15,5bff2cbffb166600232f0785,10,10,10,10,2,10.0
2018-12-05T00:00:00.000+00:00,10.0,10,10,15,5c08672ffb1666002235171f,10,10,10,10,3,10.0
2019-01-12T00:00:00.000+00:00,14.0,14,10,15,5c3a80be3ae3e800248acd99,14,14,14,14,1,14.0
