datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,open_price,volume,wa_price
2018-11-13T00:00:00.000+00:00,10.0,10,10,10,5beb65e2fb166600231952cc,10,10,10,0,10,1,10.0
2019-01-27T00:00:00.000+00:00,30.0,30,10,30,5c4e46753ae3e80023a29801,30,30,30,0,30,1,30.0
