datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2018-11-14T00:00:00.000+00:00,30.0,30,30,30,5becb812fb166600231ac5f9,30,30,30,30,3,30.0
2018-12-10T00:00:00.000+00:00,35.0,35,30,35,5c0efe793ae3e8002353dcb2,35,35,35,35,6,35.0
2018-12-11T00:00:00.000+00:00,20.0,20,20,35,5c10506a3ae3e80023555534,20,20,20,20,20,20.0
