datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2018-11-26T00:00:00.000+00:00,35.0,35,35,35,5bfc89d5fb166600232c186a,35,35,35,35,3,35.0
2018-12-20T00:00:00.000+00:00,15.0,15,15,35,5c1c2e103ae3e80024642009,15,15,15,15,1,15.0
2019-01-27T00:00:00.000+00:00,50.0,50,15,50,5c4e46ec3ae3e80024a56ce1,50,50,50,50,1,50.0
