datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2018-11-17T00:00:00.000+00:00,15.0,15,15,15,5bf0ac46fb166600231f051a,15,15,15,15,1,15.0
2019-01-12T00:00:00.000+00:00,15.0,15,15,15,5c3a803a3ae3e8002388c738,15,15,15,15,11,15.0
2019-01-26T00:00:00.000+00:00,34.0,34,15,34,5c4cf5013ae3e80023a0d978,34,34,34,34,1,34.0
