datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2018-11-08T00:00:00.000+00:00,1.0,1,1,1,5be4cec7fb166600231246b1,1,1,1,1,2,1.0
2018-12-11T00:00:00.000+00:00,15.0,15,1,15,5c1050693ae3e800235554fc,15,15,15,15,3,15.0
2018-12-15T00:00:00.000+00:00,30.0,30,1,30,5c1596193ae3e800245c15e7,30,30,30,30,3,30.0
