datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2019-01-02T00:00:00.000+00:00,10.0,10,10,10,5c2d51b03ae3e800247998a9,10,10,10,10,1,10.0
2019-01-26T00:00:00.000+00:00,1.0,1,1,10,5c4cf5933ae3e80023a0ecf3,1,1,1,1,1,1.0
2019-01-27T00:00:00.000+00:00,1.0,1,1,10,5c4e47193ae3e80024a572e5,1,1,1,1,1,1.0
2019-01-28T00:00:00.000+00:00,1.0,1,1,10,5c4f98b33ae3e80023a45ce7,1,1,1,1,1,1.0
