datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,open_price,volume,wa_price
2018-11-09T00:00:00.000+00:00,19.0,19,3,19,5be61fcefb16660023139dd0,19,19,19,0,19,6,19.0
2019-01-01T00:00:00.000+00:00,2.0,2,2,19,5c2bffc73ae3e8002477d4c2,2,2,2,0,2,1,2.0
