datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,moving_avg,open_price,volume,wa_price
2018-11-07T00:00:00.000+00:00,2.5,3,2,4,5be37d45fb1666002310dd5d,3,2.5,2,0,2.6,2,2,2.5
2018-11-08T00:00:00.000+00:00,15.0,15,5,15,5be4ceacfb166600220fdd11,15,15.0,15,5,,15,1,15.0
2018-11-10T00:00:00.000+00:00,20.0,20,5,20,5be771a8fb166600231524a6,20,20.0,20,5,,20,1,20.0
2018-11-10T00:00:00.000+00:00,2.5,3,2,4,5be771a8fb166600231524a5,3,2.0,2,0,2.6,2,5,2.2
2018-11-11T00:00:00.000+00:00,2.5,3,2,4,5be8c30ffb166600231688bb,3,3.0,2,0,2.7,3,4,2.75
2018-11-12T00:00:00.000+00:00,3.0,3,2,3,5bea14fbfb1666002215376e,3,3.0,3,0,2.7,3,3,3.0
2018-11-13T00:00:00.000+00:00,2.5,2,2,3,5beb65f6fb16660022167f10,3,3.0,2,0,2.6,3,24,2.083
2018-11-14T00:00:00.000+00:00,10.0,10,5,20,5becb7f4fb166600231ac1cd,10,10.0,10,5,,10,1,10.0
2018-11-14T00:00:00.000+00:00,2.0,2,1,3,5becb7f4fb166600231ac1cc,3,2.0,1,0,2.5,1,4,2.0
2018-11-15T00:00:00.000+00:00,2.5,2,1,3,5bee096cfb166600231c28ef,3,2.5,2,0,2.5,3,6,2.333
2018-11-16T00:00:00.000+00:00,3.0,3,1,3,5bef5af8fb166600231d97b3,3,3.0,3,0,2.6,3,4,3.0
2018-11-17T00:00:00.000+00:00,9.0,9,9,20,5bf0ac80fb166600231f0c42,9,9.0,9,5,11.8,9,1,9.0
2018-11-17T00:00:00.000+00:00,2.5,2,1,3,5bf0ac80fb166600231f0c41,3,2.0,2,0,2.5,3,12,2.5
2018-11-18T00:00:00.000+00:00,14.0,14,9,20,5bf1fdeafb166600221d9907,14,14.0,14,5,13.6,14,1,14.0
2018-11-18T00:00:00.000+00:00,3.5,3,2,5,5bf1fdeafb166600221d9906,5,3.0,2,0,2.7,5,8,3.875
2018-11-19T00:00:00.000+00:00,3.0,5,1,5,5bf34f6cfb166600221f03fc,5,2.0,1,0,2.9,2,6,2.333
2018-11-20T00:00:00.000+00:00,2.5,2,1,5,5bf4a0c6fb166600232356cd,3,2.5,2,0,2.9,3,2,2.5
2018-11-22T00:00:00.000+00:00,18.0,18,9,18,5bf7435cfb16660022232afd,18,18.0,18,5,14.2,18,1,18.0
2018-11-22T00:00:00.000+00:00,2.5,1,1,5,5bf7435cfb16660022232afc,4,1.0,1,0,2.8,1,4,1.75
2018-11-23T00:00:00.000+00:00,3.0,3,1,5,5bf89544fb16660022249e35,3,3.0,3,0,2.9,3,3,3.0
2018-11-24T00:00:00.000+00:00,3.0,3,1,4,5bf9e696fb16660023291a07,4,3.0,2,0,2.8,2,6,3.167
2018-11-25T00:00:00.000+00:00,2.5,3,1,4,5bfb384afb166600222767df,3,3.0,2,0,2.7,3,4,2.75
2018-11-26T00:00:00.000+00:00,2.5,3,2,4,5bfc89b8fb1666002228c842,3,3.0,2,0,2.7,3,4,2.75
2018-11-27T00:00:00.000+00:00,2.5,2,2,4,5bfddacefb166600222a1370,3,3.0,2,0,2.7,3,3,2.667
2018-11-28T00:00:00.000+00:00,3.0,3,2,3,5bff2c86fb166600232eff0d,3,3.0,3,0,2.7,3,5,3.0
2018-11-29T00:00:00.000+00:00,3.5,2,2,5,5c007e33fb166600222cca55,5,3.0,2,0,2.8,3,5,3.2
2018-11-30T00:00:00.000+00:00,2.5,2,2,5,5c01cfa3fb166600222e1ae2,3,2.5,2,0,2.8,3,2,2.5
2018-12-01T00:00:00.000+00:00,2.5,2,2,5,5c032122fb16660023336fbb,3,3.0,2,0,2.8,3,12,2.333
