datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,moving_avg,open_price,volume,wa_price
2018-11-07T00:00:00.000+00:00,9.0,10,7,10,5be37cf4fb166600220e8c9f,10,9.5,8,9.0,10,43,9.535
2018-11-08T00:00:00.000+00:00,9.0,9,7,10,5be4ce1efb16660023122da6,10,10.0,8,8.9,10,37,9.541
2018-11-09T00:00:00.000+00:00,10.0,10,5,15,5be61f80fb16660022110ce8,15,10.0,5,9.2,9,50,9.36
2018-11-10T00:00:00.000+00:00,9.0,8,5,15,5be7712dfb16660022126a0f,11,9.0,7,9.1,10,50,9.06
2018-11-11T00:00:00.000+00:00,8.5,7,5,15,5be8c280fb16660023167601,10,9.0,7,9.1,7,38,8.974
2018-11-12T00:00:00.000+00:00,8.5,7,5,15,5bea1400fb1666002317e16a,10,9.0,7,9.0,8,33,9.152
2018-11-13T00:00:00.000+00:00,8.5,7,7,11,5beb6580fb166600231949db,10,9.0,7,8.9,9,30,9.033
2018-11-14T00:00:00.000+00:00,8.5,10,7,10,5becb784fb166600231ab48e,10,9.0,7,8.6,8,37,8.973
2018-11-15T00:00:00.000+00:00,7.5,10,5,10,5bee08d4fb166600231c1741,10,8.0,5,8.3,9,36,7.806
2018-11-16T00:00:00.000+00:00,8.5,8,5,10,5bef5a99fb166600221aa164,10,9.0,7,8.3,7,60,9.083
2018-11-17T00:00:00.000+00:00,8.5,8,5,10,5bf0ac19fb166600221c1889,10,9.0,7,8.3,8,63,9.111
2018-11-18T00:00:00.000+00:00,8.0,10,5,10,5bf1fd00fb16660023206a7b,10,8.0,6,8.2,10,57,8.614
2018-11-19T00:00:00.000+00:00,8.5,7,6,10,5bf34f0efb1666002321e125,10,9.0,7,8.2,8,35,8.829
2018-11-20T00:00:00.000+00:00,9.5,10,6,10,5bf4a076fb1666002220635e,10,10.0,9,8.6,9,32,9.656
2018-11-21T00:00:00.000+00:00,9.0,8,6,10,5bf5f19cfb1666002324b2aa,10,10.0,8,8.7,8,39,9.179
2018-11-22T00:00:00.000+00:00,10.0,9,7,12,5bf74300fb16660022231f45,12,10.0,8,9.0,10,52,9.481
2018-11-23T00:00:00.000+00:00,12.5,8,5,20,5bf89480fb166600222482c3,20,10.0,5,9.9,10,59,9.949
2018-11-24T00:00:00.000+00:00,9.5,9,5,20,5bf9e600fb1666002225eb0f,10,10.0,9,10.1,9,39,9.692
2018-11-25T00:00:00.000+00:00,10.0,9,5,20,5bfb37cafb166600232a90c9,15,10.0,5,10.2,5,48,9.833
2018-11-26T00:00:00.000+00:00,9.0,9,5,20,5bfc8900fb1666002228ae89,10,10.0,8,10.2,9,32,9.438
2018-11-27T00:00:00.000+00:00,12.5,5,5,20,5bfdda80fb166600222a0800,20,10.0,5,10.7,10,32,9.656
2018-11-28T00:00:00.000+00:00,9.0,10,5,20,5bff2c00fb166600232eecec,11,9.5,7,10.0,10,22,9.273
2018-11-29T00:00:00.000+00:00,10.0,8,5,20,5c007de1fb166600222cbe00,12,10.0,8,10.1,10,20,9.65
2018-11-30T00:00:00.000+00:00,8.5,8,5,20,5c01cf1afb1666002331e4b6,10,8.0,7,9.8,8,20,9.25
2018-12-01T00:00:00.000+00:00,8.5,9,7,12,5c0320a3fb16660023335e04,10,9.0,7,9.7,7,54,9.074
2018-12-02T00:00:00.000+00:00,8.5,10,7,12,5c04726dfb1666002230eb0c,10,9.0,7,8.9,7,43,8.884
2018-12-03T00:00:00.000+00:00,9.0,9,7,10,5c05c3d9fb16660022323b7e,10,9.0,8,8.9,10,27,9.296
2018-12-04T00:00:00.000+00:00,8.5,9,7,10,5c071500fb16660022339224,10,9.0,7,8.6,9,26,9.308
2018-12-05T00:00:00.000+00:00,9.5,10,7,10,5c086680fb1666002338f252,10,10.0,9,8.8,9,24,9.5
2018-12-06T00:00:00.000+00:00,8.5,10,7,10,5c09b8753ae3e800244e370d,10,9.0,7,8.8,10,21,8.952
2018-12-07T00:00:00.000+00:00,7.5,10,5,10,5c0b09833ae3e800234f8614,10,10.0,5,8.6,10,21,8.714
2018-12-08T00:00:00.000+00:00,10.5,10,5,12,5c0c5b003ae3e8002350efc1,12,10.0,9,8.9,10,22,9.773
2018-12-09T00:00:00.000+00:00,11.5,10,5,15,5c0dac803ae3e8002452a6e2,15,10.0,8,9.5,10,42,10.333
2018-12-10T00:00:00.000+00:00,9.5,9,5,15,5c0efe003ae3e8002353cb2b,10,10.0,9,9.5,9,12,9.75
2018-12-11T00:00:00.000+00:00,10.0,9,5,15,5c104f803ae3e8002355368f,15,10.0,5,9.8,10,20,9.7
2018-12-12T00:00:00.000+00:00,10.0,10,5,15,5c11a1003ae3e8002356b343,11,10.0,9,10.3,10,36,9.75
2018-12-13T00:00:00.000+00:00,9.5,10,5,15,5c12f2803ae3e8002458efc4,10,10.0,9,10.1,9,14,9.571
2018-12-14T00:00:00.000+00:00,9.0,9,5,15,5c1444933ae3e8002359adbb,10,10.0,8,9.6,10,28,9.5
2018-12-15T00:00:00.000+00:00,10.0,10,8,11,5c1595803ae3e800245c018e,11,10.0,9,9.7,10,44,9.773
2018-12-16T00:00:00.000+00:00,9.0,9,7,11,5c16e7003ae3e800235cd9b6,11,9.0,7,9.5,10,32,8.938
2018-12-17T00:00:00.000+00:00,8.5,10,5,12,5c1838df3ae3e800245f2c27,12,10.0,5,9.2,10,53,9.736
2018-12-18T00:00:00.000+00:00,9.5,10,5,12,5c198a003ae3e8002460bb64,10,10.0,9,9.2,10,24,9.708
2018-12-19T00:00:00.000+00:00,10.0,8,5,15,5c1adb803ae3e80023616bf1,15,10.0,5,9.4,10,25,9.32
2018-12-20T00:00:00.000+00:00,10.0,9,5,15,5c1c2d433ae3e8002362f5b3,15,10.0,5,9.4,9,38,10.053
2018-12-21T00:00:00.000+00:00,13.5,9,5,19,5c1d7f083ae3e80024659eed,19,10.0,8,10.3,9,52,10.25
2018-12-22T00:00:00.000+00:00,12.5,20,5,20,5c1ed0003ae3e80024673e8b,20,10.0,5,11.1,10,57,11.877
2018-12-23T00:00:00.000+00:00,9.5,10,5,20,5c2021803ae3e8002468de1d,11,10.0,8,11.1,10,49,9.469
2018-12-24T00:00:00.000+00:00,10.0,10,5,20,5c2173003ae3e800246a82dd,12,10.0,8,11.1,8,55,9.727
2018-12-25T00:00:00.000+00:00,11.5,10,5,20,5c22c4803ae3e800246c1b27,18,10.0,5,11.4,15,73,10.849
2018-12-26T00:00:00.000+00:00,10.0,10,5,18,5c2416003ae3e800236c809f,12,10.0,8,10.7,8,34,9.735
2018-12-27T00:00:00.000+00:00,10.0,8,5,18,5c2568153ae3e800246f715c,12,10.0,8,10.2,9,48,9.438
2018-12-28T00:00:00.000+00:00,14.0,10,5,20,5c26b9003ae3e80024710d93,20,10.0,8,11.1,15,60,11.317
2018-12-29T00:00:00.000+00:00,10.0,9,5,20,5c280b1b3ae3e800237173df,15,10.0,5,11.1,5,52,10.0
