datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2018-11-22T00:00:00.000+00:00,20.0,20,20,20,5bf74382fb166600222330a7,20,20,20,20,6,20.0
2018-11-25T00:00:00.000+00:00,4.0,4,4,20,5bfb386cfb16660022276d85,4,4,4,4,1,4.0
2018-12-04T00:00:00.000+00:00,3.0,3,3,20,5c071578fb1666002233a2e7,3,3,3,3,5,3.0
2018-12-24T00:00:00.000+00:00,5.0,5,3,20,5c2173893ae3e800246a96ab,5,5,5,5,4,5.0
