datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2018-11-27T00:00:00.000+00:00,10.0,10,10,10,5bfddaf6fb166600222a19f9,10,10,10,10,3,10.0
