datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,open_price,volume,wa_price
2018-11-15T00:00:00.000+00:00,3.0,3,3,3,5bee097cfb166600231c2aeb,3,3,3,0,3,1,3.0
2018-11-24T00:00:00.000+00:00,2.0,2,2,2,5bf9e6a3fb16660023291c19,2,2,2,3,2,1,2.0
2018-11-28T00:00:00.000+00:00,3.0,3,3,3,5bff2c93fb166600232f010e,3,3,3,0,3,2,3.0
2018-12-13T00:00:00.000+00:00,3.0,3,3,3,5c12f3163ae3e80023582e10,3,3,3,0,3,1,3.0
2019-01-06T00:00:00.000+00:00,7.0,7,2,7,5c3297563ae3e800237ebe27,7,7,7,3,7,1,7.0
2019-01-14T00:00:00.000+00:00,5.0,5,2,7,5c3d233f3ae3e800248e5929,5,5,5,3,5,2,5.0
