datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2019-01-23T00:00:00.000+00:00,9.0,9,9,15,5c4901173ae3e800239bb9f0,9,9,9,9,1,9.0
