datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,open_price,volume,wa_price
2018-11-26T00:00:00.000+00:00,30.0,30,30,30,5bfc89a0fb1666002228c49f,30,30,30,0,30,1,30.0
2018-12-12T00:00:00.000+00:00,40.0,40,30,40,5c11a1573ae3e8002356bd22,40,40,40,0,40,1,40.0
2019-01-04T00:00:00.000+00:00,30.0,30,30,40,5c2ff4623ae3e800247cee1c,30,30,30,0,30,1,30.0
2019-02-02T00:00:00.000+00:00,40.0,40,30,40,5c562fe83ae3e80024b011e6,40,40,40,0,40,1,40.0
