datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,moving_avg,open_price,volume,wa_price
2018-11-07T00:00:00.000+00:00,30.0,30,20,55,5be37d53fb166600220e9a7d,30,30.0,30,5,36.5,30,1,30.0
2018-11-07T00:00:00.000+00:00,32.5,25,15,40,5be37d53fb166600220e9a7c,40,30.0,25,0,30.0,40,15,30.667
2018-11-08T00:00:00.000+00:00,29.0,30,18,40,5be4cebcfb166600231244bc,35,30.0,23,0,28.8,23,8,29.75
2018-11-09T00:00:00.000+00:00,27.5,30,23,40,5be62008fb16660022111ae6,30,27.0,25,0,29.3,27,5,27.0
2018-11-10T00:00:00.000+00:00,40.0,40,20,45,5be771b7fb16660022127f1d,40,40.0,40,5,37.5,40,1,40.0
2018-11-10T00:00:00.000+00:00,33.5,42,23,42,5be771b7fb16660022127f1c,42,34.5,25,0,30.7,30,14,33.571
2018-11-11T00:00:00.000+00:00,40.0,30,30,50,5be8c32afb1666002213deea,50,40.0,30,5,35.0,50,2,40.0
2018-11-11T00:00:00.000+00:00,28.5,30,23,42,5be8c32afb1666002213dee9,30,30.0,27,0,30.2,30,8,29.625
2018-11-12T00:00:00.000+00:00,31.5,35,24,42,5bea1508fb1666002317fbbc,39,35.0,24,0,30.0,35,16,33.125
2018-11-13T00:00:00.000+00:00,40.0,40,30,50,5beb661afb166600231957f1,40,40.0,40,5,39.0,40,1,40.0
2018-11-13T00:00:00.000+00:00,31.0,35,24,42,5beb661afb166600231957f0,35,30.0,27,0,30.4,30,15,31.4
2018-11-14T00:00:00.000+00:00,30.0,35,20,40,5becb802fb1666002217efdb,40,30.0,20,0,30.9,30,15,32.267
2018-11-15T00:00:00.000+00:00,30.0,30,30,50,5bee0980fb16660022194929,30,30.0,30,5,36.0,30,1,30.0
2018-11-15T00:00:00.000+00:00,34.0,35,20,40,5bee0980fb16660022194928,35,34.5,33,0,31.0,34,9,34.0
2018-11-16T00:00:00.000+00:00,37.5,45,30,50,5bef5b12fb166600221ab00f,45,37.5,30,5,37.5,30,2,37.5
