datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2018-11-10T00:00:00.000+00:00,40.0,40,40,40,5be771a0fb166600231523b7,40,40,40,40,3,40.0
2018-11-15T00:00:00.000+00:00,70.0,70,40,70,5bee095bfb1666002219458f,70,70,70,70,1,70.0
2019-01-24T00:00:00.000+00:00,50.0,50,40,70,5c4a51ea3ae3e800249ffd51,50,50,50,50,1,50.0
