datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2018-11-11T00:00:00.000+00:00,1000.0,1000,1000,1000,5be8c2befb16660023167ef1,1000,1000,1000,1000,1,1000.0
2018-12-26T00:00:00.000+00:00,450.0,450,450,1000,5c2416503ae3e800246dc745,450,450,450,450,1,450.0
2019-01-27T00:00:00.000+00:00,9000.0,9000,450,9000,5c4e46743ae3e80023a297d3,9000,9000,9000,9000,1,9000.0
