datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,open_price,volume,wa_price
2019-01-13T00:00:00.000+00:00,2.0,2,2,2,5c3bd1403ae3e800248c7961,2,2,2,0,2,1,2.0
2019-01-31T00:00:00.000+00:00,1.0,1,1,2,5c538c453ae3e80024ac7d8e,1,1,1,0,1,1,1.0
