datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2019-01-16T00:00:00.000+00:00,15.0,15,15,15,5c3fc5dd3ae3e800238f78dc,15,15,15,15,1,15.0
2019-01-31T00:00:00.000+00:00,15.0,15,15,15,5c538c9c3ae3e80023a951ab,15,15,15,15,24,15.0
