datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,mod_rank,open_price,volume,wa_price
2019-01-05T00:00:00.000+00:00,1.0,1,1,1,5c31451c3ae3e800237ceced,1,1,1,0,1,1,1.0
2019-01-26T00:00:00.000+00:00,1.0,1,1,1,5c4cf4b73ae3e80024a3835f,1,1,1,0,1,1,1.0
