datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,open_price,volume,wa_price
2018-12-28T00:00:00.000+00:00,15.0,15,15,15,5c26b9a13ae3e800247123f3,15,15,15,15,2,15.0
2018-12-30T00:00:00.000+00:00,20.0,20,15,20,5c295cc23ae3e80023732770,20,20,20,20,5,20.0
2019-02-02T00:00:00.000+00:00,60.0,60,15,60,5c5630323ae3e80023acecb5,60,60,60,60,2,60.0
