datetime,avg_price,closed_price,donch_bot,donch_top,id,max_price,median,min_price,moving_avg,open_price,volume,wa_price
2018-11-07T00:00:00.000+00:00,90.0,100,80,109,5be37d17fb1666002310d5b7,100,92.0,80,92.5,90,48,90.667
2018-11-08T00:00:00.000+00:00,94.5,95,80,109,5be4ce47fb166600231234b1,105,95.0,84,93.9,90,66,94.106
2018-11-09T00:00:00.000+00:00,89.5,80,79,105,5be61fa8fb16660023139a1f,100,90.0,79,93.2,93,65,89.062
2018-11-10T00:00:00.000+00:00,83.5,80,72,105,5be77145fb166600231514da,95,85.0,72,90.5,75,91,84.088
2018-11-11T00:00:00.000+00:00,75.0,75,50,105,5be8c2a0fb1666002213cb60,100,75.0,50,86.5,50,89,74.899
2018-11-12T00:00:00.000+00:00,79.5,93,50,100,5bea1443fb16660022152531,95,80.0,64,84.4,85,70,79.557
2018-11-13T00:00:00.000+00:00,78.0,70,50,100,5beb65b0fb16660022167770,90,80.0,66,81.1,88,74,78.405
2018-11-14T00:00:00.000+00:00,79.5,80,50,100,5becb7bbfb1666002217e6d5,90,81.0,69,79.1,85,63,80.778
2018-11-15T00:00:00.000+00:00,77.5,75,64,95,5bee08f3fb16660022193ad1,85,80.0,70,77.9,80,68,78.044
2018-11-16T00:00:00.000+00:00,72.5,74,65,90,5bef5abcfb166600231d8ff3,80,75.0,65,77.4,79,86,74.349
2018-11-17T00:00:00.000+00:00,77.5,75,65,90,5bf0ac40fb166600231f0451,85,78.0,70,77.0,75,85,77.212
2018-11-18T00:00:00.000+00:00,79.5,80,65,90,5bf1fd28fb166600221d82f5,90,80.0,69,77.3,80,102,78.716
2018-11-19T00:00:00.000+00:00,77.5,75,65,90,5bf34f31fb166600221efc22,86,77.0,69,76.9,71,70,77.386
2018-11-20T00:00:00.000+00:00,79.0,72,68,90,5bf4a094fb16660023234f19,90,80.0,68,77.2,84,67,80.328
2018-11-21T00:00:00.000+00:00,80.0,88,68,90,5bf5f1bdfb1666002221c644,90,81.5,70,78.7,84,57,82.246
2018-11-22T00:00:00.000+00:00,78.5,75,67,90,5bf74323fb16660023262858,90,80.0,67,78.9,67,62,81.113
2018-11-23T00:00:00.000+00:00,80.0,85,67,90,5bf894b5fb16660022248a20,90,80.0,70,79.0,86,79,82.975
2018-11-24T00:00:00.000+00:00,83.0,87,67,95,5bf9e634fb16660023290c8c,95,85.0,71,80.1,85,77,84.091
2018-11-25T00:00:00.000+00:00,78.5,89,67,95,5bfb37f8fb166600232a9814,90,80.0,67,80.0,86,80,81.487
2018-11-26T00:00:00.000+00:00,85.0,80,67,95,5bfc8930fb1666002228b5b3,95,85.0,75,81.0,80,76,83.855
2018-11-27T00:00:00.000+00:00,81.5,82,67,95,5bfdda9dfb166600232d76a3,90,84.0,73,81.6,90,66,83.167
2018-11-28T00:00:00.000+00:00,81.5,84,67,95,5bff2c1dfb166600222b6000,90,85.0,73,81.9,80,48,84.396
2018-11-29T00:00:00.000+00:00,83.0,85,71,95,5c007dfdfb166600233073cd,95,85.0,71,81.9,80,63,83.429
2018-11-30T00:00:00.000+00:00,80.0,85,70,95,5c01cf3cfb166600222e0d65,90,80.0,70,82.2,80,78,80.641
2018-12-01T00:00:00.000+00:00,79.5,80,69,95,5c0320d1fb16660023336565,90,80.0,69,81.1,87,101,80.653
2018-12-02T00:00:00.000+00:00,84.5,87,69,95,5c047296fb1666002334de81,94,85.0,75,81.7,75,74,83.743
2018-12-03T00:00:00.000+00:00,85.0,85,69,95,5c05c40bfb1666002232434c,95,85.0,75,82.4,89,62,85.113
2018-12-04T00:00:00.000+00:00,86.0,90,69,97,5c071520fb16660023379e00,97,87.0,75,83.0,80,45,86.667
2018-12-05T00:00:00.000+00:00,87.5,89,75,100,5c08669efb16660022350468,100,89.0,75,84.5,90,76,87.605
